company_id,type,rule_id,text,confidence_pct
PIDILITIND,pro,FCF > 0,Positive free cash flow of 955.0 crore.,82
PIDILITIND,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
PIDILITIND,pro,Revenue CAGR >= 10%,Revenue CAGR of 11.8% over five years.,85
PIDILITIND,pro,PAT CAGR >= 10%,Profit CAGR of 13.5% over five years.,88
PIDILITIND,pro,EPS CAGR >= 10%,EPS CAGR of 13.6% over five years.,88
PIDILITIND,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
PIDILITIND,con,FCF conversion < 50%,Weak free-cash-flow conversion of 35.3%.,82
PNB,pro,ROE >= 20%,Strong return on equity of 61.3%.,90
PNB,pro,CapEx intensity < 10%,Moderate CapEx intensity of 1.4%.,72
PNB,pro,Revenue CAGR >= 10%,Revenue CAGR of 15.9% over five years.,85
PNB,con,D/E > 1,Elevated debt-to-equity of 3.68.,90
PNB,con,ICR < 2,Low interest coverage of 0.2x.,92
PNB,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
PNB,con,CFO < 0,Negative operating cash flow indicates weak cash generation.,95
PNB,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
POWERGRID,pro,NPM >= 15%,Healthy net profit margin of 34.0%.,85
POWERGRID,pro,FCF > 0,Positive free cash flow of 24176.0 crore.,82
POWERGRID,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
POWERGRID,con,D/E > 1,Elevated debt-to-equity of 1.42.,90
POWERGRID,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
RECLTD,pro,ROE >= 20%,Strong return on equity of 20.4%.,90
RECLTD,pro,NPM >= 15%,Healthy net profit margin of 29.8%.,85
RECLTD,pro,CapEx intensity < 10%,Moderate CapEx intensity of 3.9%.,72
RECLTD,pro,Revenue CAGR >= 10%,Revenue CAGR of 13.3% over five years.,85
RECLTD,pro,PAT CAGR >= 10%,Profit CAGR of 19.8% over five years.,88
RECLTD,pro,EPS CAGR >= 10%,EPS CAGR of 19.7% over five years.,88
RECLTD,con,D/E > 1,Elevated debt-to-equity of 6.42.,90
RECLTD,con,ICR < 2,Low interest coverage of 1.6x.,92
RECLTD,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
RECLTD,con,CFO < 0,Negative operating cash flow indicates weak cash generation.,95
RECLTD,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
RECLTD,con,FCF conversion < 50%,Weak free-cash-flow conversion of -124.4%.,82
RELIANCE,pro,ICR >= 5,Strong interest coverage of 7.7x.,88
RELIANCE,pro,FCF > 0,Positive free cash flow of 45207.0 crore.,82
RELIANCE,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
RELIANCE,pro,PAT CAGR >= 10%,Profit CAGR of 14.7% over five years.,88
RELIANCE,pro,EPS CAGR >= 10%,EPS CAGR of 12.0% over five years.,88
RELIANCE,con,ROE < 10%,Low return on equity of 10.0%.,85
RELIANCE,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
RELIANCE,con,FCF conversion < 50%,Weak free-cash-flow conversion of 27.8%.,82
SBILIFE,pro,D/E <= 0.5,"Low debt-to-equity of 0.00, indicating conservative leverage.",90
SBILIFE,pro,ICR >= 5,Strong interest coverage of 240.3x.,88
SBILIFE,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
SBILIFE,pro,Revenue CAGR >= 10%,Revenue CAGR of 24.2% over five years.,85
SBILIFE,con,NPM < 5%,Thin net profit margin of 1.4%.,85
SBILIFE,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
SBILIFE,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
SBILIFE,con,FCF conversion < 50%,Weak free-cash-flow conversion of -853.3%.,82
SBIN,pro,P&L fallback: net profit > 0,Positive latest reported net profit of 69543.0 crore.,72
SBIN,pro,P&L fallback: positive sales,Latest reported sales were 439189.0 crore.,65
SBIN,pro,P&L fallback: positive EPS,Latest reported EPS was positive at 75.00.,70
SBIN,con,Missing financial-ratios history,Complete ratio-based analysis is unavailable because the financial-ratios history is incomplete.,72
SHREECEM,pro,D/E <= 0.5,"Low debt-to-equity of 0.08, indicating conservative leverage.",90
SHREECEM,pro,ICR >= 5,Strong interest coverage of 19.8x.,88
SHREECEM,pro,FCF > 0,Positive free cash flow of 1929.0 crore.,82
SHREECEM,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
SHREECEM,pro,CapEx intensity < 10%,Moderate CapEx intensity of 6.9%.,72
SHREECEM,pro,Revenue CAGR >= 10%,Revenue CAGR of 10.3% over five years.,85
SHREECEM,pro,PAT CAGR >= 10%,Profit CAGR of 11.3% over five years.,88
SHREECEM,pro,EPS CAGR >= 10%,EPS CAGR of 10.7% over five years.,88
SHREECEM,con,ROE < 10%,Low return on equity of 8.4%.,85
SHREECEM,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
SHREECEM,con,FCF conversion < 50%,Weak free-cash-flow conversion of 42.7%.,82
SHRIRAMFIN,pro,NPM >= 15%,Healthy net profit margin of 20.3%.,85
SHRIRAMFIN,pro,CapEx intensity < 10%,Moderate CapEx intensity of 0.7%.,72
SHRIRAMFIN,pro,Revenue CAGR >= 10%,Revenue CAGR of 18.6% over five years.,85
SHRIRAMFIN,pro,PAT CAGR >= 10%,Profit CAGR of 23.5% over five years.,88
SHRIRAMFIN,pro,EPS CAGR >= 10%,EPS CAGR of 14.3% over five years.,88
SHRIRAMFIN,con,D/E > 1,Elevated debt-to-equity of 3.99.,90
SHRIRAMFIN,con,ICR < 2,Low interest coverage of 0.7x.,92
SHRIRAMFIN,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
SHRIRAMFIN,con,CFO < 0,Negative operating cash flow indicates weak cash generation.,95
SHRIRAMFIN,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
SHRIRAMFIN,con,FCF conversion < 50%,Weak free-cash-flow conversion of -298.0%.,82
SIEMENS,pro,D/E <= 0.5,"Low debt-to-equity of 0.02, indicating conservative leverage.",90
SIEMENS,pro,ICR >= 5,Strong interest coverage of 67.2x.,88
SIEMENS,pro,FCF > 0,Positive free cash flow of 1168.0 crore.,82
SIEMENS,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
SIEMENS,pro,CapEx intensity < 10%,Moderate CapEx intensity of 2.3%.,72
SIEMENS,pro,Revenue CAGR >= 10%,Revenue CAGR of 11.2% over five years.,85
SIEMENS,pro,PAT CAGR >= 10%,Profit CAGR of 19.9% over five years.,88
SIEMENS,pro,EPS CAGR >= 10%,EPS CAGR of 19.6% over five years.,88
SIEMENS,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
SIEMENS,con,FCF conversion < 50%,Weak free-cash-flow conversion of 37.6%.,82
SUNPHARMA,pro,NPM >= 15%,Healthy net profit margin of 19.8%.,85
SUNPHARMA,pro,D/E <= 0.5,"Low debt-to-equity of 0.05, indicating conservative leverage.",90
SUNPHARMA,pro,ICR >= 5,Strong interest coverage of 58.3x.,88
SUNPHARMA,pro,FCF > 0,Positive free cash flow of 11372.0 crore.,82
SUNPHARMA,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
SUNPHARMA,pro,CapEx intensity < 10%,Moderate CapEx intensity of 1.6%.,72
SUNPHARMA,pro,FCF conversion >= 80%,Strong free-cash-flow conversion of 87.4%.,88
SUNPHARMA,pro,Revenue CAGR >= 10%,Revenue CAGR of 10.8% over five years.,85
SUNPHARMA,pro,PAT CAGR >= 10%,Profit CAGR of 24.5% over five years.,88
SUNPHARMA,pro,EPS CAGR >= 10%,EPS CAGR of 29.5% over five years.,88
SUNPHARMA,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TATACONSUM,pro,D/E <= 0.5,"Low debt-to-equity of 0.22, indicating conservative leverage.",90
TATACONSUM,pro,ICR >= 5,Strong interest coverage of 25.3x.,88
TATACONSUM,pro,FCF > 0,Positive free cash flow of 26.0 crore.,82
TATACONSUM,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
TATACONSUM,pro,Revenue CAGR >= 10%,Revenue CAGR of 16.0% over five years.,85
TATACONSUM,pro,PAT CAGR >= 10%,Profit CAGR of 21.6% over five years.,88
TATACONSUM,pro,EPS CAGR >= 10%,EPS CAGR of 14.9% over five years.,88
TATACONSUM,con,ROE < 10%,Low return on equity of 7.6%.,85
TATACONSUM,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TATACONSUM,con,FCF conversion < 50%,Weak free-cash-flow conversion of 1.1%.,82
TATAMOTORS,pro,ROE >= 20%,Strong return on equity of 37.5%.,90
TATAMOTORS,pro,ICR >= 5,Strong interest coverage of 6.5x.,88
TATAMOTORS,pro,FCF > 0,Positive free cash flow of 45133.0 crore.,82
TATAMOTORS,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
TATAMOTORS,pro,CapEx intensity < 10%,Moderate CapEx intensity of 5.2%.,72
TATAMOTORS,con,D/E > 1,Elevated debt-to-equity of 1.26.,90
TATAMOTORS,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TATAPOWER,pro,FCF > 0,Positive free cash flow of 3569.0 crore.,82
TATAPOWER,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
TATAPOWER,pro,Revenue CAGR >= 10%,Revenue CAGR of 15.5% over five years.,85
TATAPOWER,pro,PAT CAGR >= 10%,Profit CAGR of 10.4% over five years.,88
TATAPOWER,con,D/E > 1,Elevated debt-to-equity of 1.66.,90
TATAPOWER,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TATAPOWER,con,FCF conversion < 50%,Weak free-cash-flow conversion of 33.2%.,82
TATASTEEL,pro,FCF > 0,Positive free cash flow of 6048.0 crore.,82
TATASTEEL,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
TATASTEEL,pro,CapEx intensity < 10%,Moderate CapEx intensity of 6.2%.,72
TATASTEEL,con,ROE < 10%,Low return on equity of -5.3%.,85
TATASTEEL,con,NPM < 5%,Thin net profit margin of -2.1%.,85
TATASTEEL,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TATASTEEL,con,FCF conversion < 50%,Weak free-cash-flow conversion of 27.2%.,82
TCS,pro,ROE >= 20%,Strong return on equity of 50.9%.,90
TCS,pro,NPM >= 15%,Healthy net profit margin of 19.1%.,85
TCS,pro,D/E <= 0.5,"Low debt-to-equity of 0.09, indicating conservative leverage.",90
TCS,pro,ICR >= 5,Strong interest coverage of 87.1x.,88
TCS,pro,FCF > 0,Positive free cash flow of 50429.0 crore.,82
TCS,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
TCS,pro,CapEx intensity < 10%,Moderate CapEx intensity of 2.5%.,72
TCS,pro,Revenue CAGR >= 10%,Revenue CAGR of 10.5% over five years.,85
TCS,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TECHM,pro,D/E <= 0.5,"Low debt-to-equity of 0.10, indicating conservative leverage.",90
TECHM,pro,ICR >= 5,Strong interest coverage of 13.9x.,88
TECHM,pro,FCF > 0,Positive free cash flow of 5058.0 crore.,82
TECHM,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
TECHM,pro,CapEx intensity < 10%,Moderate CapEx intensity of 2.5%.,72
TECHM,pro,FCF conversion >= 80%,Strong free-cash-flow conversion of 112.3%.,88
TECHM,con,ROE < 10%,Low return on equity of 9.0%.,85
TECHM,con,NPM < 5%,Thin net profit margin of 4.6%.,85
TECHM,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TECHM,con,PAT CAGR < 5%,Slow five-year profit CAGR of -11.0%.,80
TECHM,con,EPS CAGR < 5%,Slow five-year EPS CAGR of -11.4%.,80
TITAN,pro,ROE >= 20%,Strong return on equity of 37.2%.,90
TITAN,pro,ICR >= 5,Strong interest coverage of 9.4x.,88
TITAN,pro,FCF > 0,Positive free cash flow of 1506.0 crore.,82
TITAN,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
TITAN,pro,CapEx intensity < 10%,Moderate CapEx intensity of 0.4%.,72
TITAN,pro,Revenue CAGR >= 10%,Revenue CAGR of 20.9% over five years.,85
TITAN,pro,PAT CAGR >= 10%,Profit CAGR of 20.3% over five years.,88
TITAN,pro,EPS CAGR >= 10%,EPS CAGR of 19.5% over five years.,88
TITAN,con,D/E > 1,Elevated debt-to-equity of 1.65.,90
TITAN,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TITAN,con,FCF conversion < 50%,Weak free-cash-flow conversion of 28.5%.,82
TORNTPHARM,pro,ROE >= 20%,Strong return on equity of 24.2%.,90
TORNTPHARM,pro,NPM >= 15%,Healthy net profit margin of 15.4%.,85
TORNTPHARM,pro,ICR >= 5,Strong interest coverage of 9.9x.,88
TORNTPHARM,pro,FCF > 0,Positive free cash flow of 3106.0 crore.,82
TORNTPHARM,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
TORNTPHARM,pro,CapEx intensity < 10%,Moderate CapEx intensity of 1.5%.,72
TORNTPHARM,pro,FCF conversion >= 80%,Strong free-cash-flow conversion of 92.2%.,88
TORNTPHARM,pro,PAT CAGR >= 10%,Profit CAGR of 30.6% over five years.,88
TORNTPHARM,pro,EPS CAGR >= 10%,EPS CAGR of 30.4% over five years.,88
TORNTPHARM,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TRENT,pro,ROE >= 20%,Strong return on equity of 36.3%.,90
TRENT,pro,D/E <= 0.5,"Low debt-to-equity of 0.43, indicating conservative leverage.",90
TRENT,pro,ICR >= 5,Strong interest coverage of 8.0x.,88
TRENT,pro,FCF > 0,Positive free cash flow of 841.0 crore.,82
TRENT,pro,CFO > 0,Positive operating cash flow supports earnings quality.,80
TRENT,pro,CapEx intensity < 10%,Moderate CapEx intensity of 4.1%.,72
TRENT,pro,Revenue CAGR >= 10%,Revenue CAGR of 36.3% over five years.,85
TRENT,pro,PAT CAGR >= 10%,Profit CAGR of 73.1% over five years.,88
TRENT,pro,EPS CAGR >= 10%,EPS CAGR of 69.5% over five years.,88
TRENT,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TRENT,con,FCF conversion < 50%,Weak free-cash-flow conversion of 42.7%.,82
TVSMOTOR,pro,ROE >= 20%,Strong return on equity of 26.2%.,90
TVSMOTOR,pro,CapEx intensity < 10%,Moderate CapEx intensity of 2.6%.,72
TVSMOTOR,pro,Revenue CAGR >= 10%,Revenue CAGR of 14.2% over five years.,85
TVSMOTOR,pro,PAT CAGR >= 10%,Profit CAGR of 19.7% over five years.,88
TVSMOTOR,pro,EPS CAGR >= 10%,EPS CAGR of 19.1% over five years.,88
TVSMOTOR,con,NPM < 5%,Thin net profit margin of 4.5%.,85
TVSMOTOR,con,D/E > 1,Elevated debt-to-equity of 3.83.,90
TVSMOTOR,con,FCF < 0,Negative free cash flow is a potential financial risk.,90
TVSMOTOR,con,CFO < 0,Negative operating cash flow indicates weak cash generation.,95
TVSMOTOR,con,CFO quality < 40,Weak cash-flow quality raises earnings-quality concerns.,85
TVSMOTOR,con,FCF conversion < 50%,Weak free-cash-flow conversion of -41.0%.,82
